PMID,Title,Authors,First Author,DOI,Publication Year,len
33513056,Comparison of Telemedicine Versus In-Person Visits on Impact of Downstream Utilization of Care,"Liu X, Goldenthal S, Li M, Nassiri S, Steppe E, Ellimoottil C.",Liu X,10.1089/tmj.2020.0286,2021,13
31707406,"A matched case-control study to assess the carbapenem-resistant Enterobacteriaceae infections among hospitalized children at King Fahad Medical City, Riyadh, Saudi Arabia","Alzomor OA, Alfawaz TS, Abu-Shaheen A, Alshehri MA, Al Shahrani D.",Alzomor OA,10.15537/smj.2019.11.24586,2019,21
31913965,Personality Factors and Attachment Styles as Predictors of the Therapeutic Efficacy of a Short-Term Ambulatory Intervention for Depression,"Bartolomei J, Baeriswyl-Cottin R, Framorando D, Zanello A, Bacchetta JP, Herrmann F, Sentissi O.",Bartolomei J,10.1097/PRA.0000000000000442,2020,18
30277226,[Prevalence and typology of patients susceptible of palliative care deceased at home],"Martínez Ríos I, López Alonso SR, Martín Carabante S, Morales Infante L, Soriano Ruiz SI, Martínez García AI.",Martínez Ríos I,10.23938/ASSN.0314,2018,12
30930176,Use of stem cells as alternative methods to animal experimentation in predictive toxicology,"Kim TW, Che JH, Yun JW.",Kim TW,10.1016/j.yrtph.2019.03.016,2019,13
29064589,Immunodetection of acetylated alpha-tubulin in stony corals: Evidence for the existence of flagella in coral male germ cells,"Shikina S, Chiu YL, Chen CJ, Yang SH, Yao JI, Chen CC, Wei JD, Shao ZF, Chang CF.",Shikina S,10.1002/mrd.22927,2017,18
28916738,Cold atmospheric helium plasma causes synergistic enhancement in cell death with hyperthermia and an additive enhancement with radiation,"Moniruzzaman R, Rehman MU, Zhao QL, Jawaid P, Takeda K, Ishikawa K, Hori M, Tomihara K, Noguchi K, Kondo T, Noguchi M.",Moniruzzaman R,10.1038/s41598-017-11877-8,2017,18
28290447,An immortalized adult human erythroid line facilitates sustainable and scalable generation of functional red cells,"Trakarnsanga K, Griffiths RE, Wilson MC, Blair A, Satchwell TJ, Meinders M, Cogan N, Kupzig S, Kurita R, Nakamura Y, Toye AM, Anstee DJ, Frayne J.",Trakarnsanga K,10.1038/ncomms14750,2017,15
34725962,Lung ultrasound in outpatients with heart failure: the wet-to-dry HF study,"Domingo M, Lupón J, Girerd N, Conangla L, de Antonio M, Moliner P, Santiago-Vacas E, Codina P, Cediel G, Spitaleri G, González B, Diaz V, Rivas C, Velayos P, Núñez J, Bayes-Genís A.",Domingo M,10.1002/ehf2.13660,2021,11
25972019,Cell viability evaluation of transdifferentiated endothelial-like cells by quantitative electron-probe X-ray microanalysis for tissue engineering,"Vico M, Rodríguez-Morata A, Garzón I, Campos F, Jaimes-Parra B, Pérez-Köhler B, Buján J, Alaminos M, Sánchez-Quevedo MC.",Vico M,10.14670/HH-11-629,2015,15
28069694,"Myocardial Tissue Engineering With Cells Derived From Human-Induced Pluripotent Stem Cells and a Native-Like, High-Resolution, 3-Dimensionally Printed Scaffold","Gao L, Kupfer ME, Jung JP, Yang L, Zhang P, Da Sie Y, Tran Q, Ajeti V, Freeman BT, Fast VG, Campagnola PJ, Ogle BM, Zhang J.",Gao L,10.1161/CIRCRESAHA.116.310277,2017,18
29670017,The Adenosine A₃ Receptor Regulates Differentiation of Glioblastoma Stem-Like Cells to Endothelial Cells under Hypoxia,"Rocha R, Torres Á, Ojeda K, Uribe D, Rocha D, Erices J, Niechi I, Ehrenfeld P, San Martín R, Quezada C.",Rocha R,10.3390/ijms19041228,2018,15
35946813,Multivariate models provide an effective psychometric solution to the variability in classification accuracy of D-KEFS Stroop performance validity cutoffs,"Cutler L, Greenacre M, Abeare CA, Sirianni CD, Roth R, Erdodi LA.",Cutler L,10.1080/13854046.2022.2073914,2023,19
29112887,Comparative performance analysis of human iPSC-derived and primary neural progenitor cells (NPC) grown as neurospheres in vitro,"Hofrichter M, Nimtz L, Tigges J, Kabiri Y, Schröter F, Royer-Pokora B, Hildebrandt B, Schmuck M, Epanchintsev A, Theiss S, Adjaye J, Egly JM, Krutmann J, Fritsche E.",Hofrichter M,10.1016/j.scr.2017.10.013,2017,17
33139895,Pragmatic trials with prespecified subgroups: what oncologists can learn from COVID-19,"Banerjee R, Prasad V.",Banerjee R,10.1038/s41571-020-00448-y,2021,11
30515959,In Vitro and In Vivo Proteomic Comparison of Human Neural Progenitor Cell-Induced Photoreceptor Survival,"Jones MK, Lu B, Chen DZ, Spivia WR, Mercado AT, Ljubimov AV, Svendsen CN, Van Eyk JE, Wang S.",Jones MK,10.1002/pmic.201800213,2019,14
28823303,[Research Advances of Side Population Cells in Multiple Myeloma -Review],"Wang L, Li Y.",Wang L,10.7534/j.issn.1009-2137.2017.04.052,2017,10
31928744,"[Duration of seclusion and exit of the seclusion room, study of the impact of anamnestic and institutional factors]","Camelot G, Boyer AL, Durand JM.",Camelot G,10.1016/j.encep.2019.10.005,2020,18
27729293,Development and characterization of a human embryonic stem cell-derived 3D neural tissue model for neurotoxicity testing,"Sandström J, Eggermann E, Charvet I, Roux A, Toni N, Greggio C, Broyer A, Monnet-Tschudi F, Stoppini L.",Sandström J,10.1016/j.tiv.2016.10.001,2017,16
34900919,Identifying the Subtypes and Characteristics of Mental Workload Among Chinese Physicians in Outpatient Practice: A Latent Profile Analysis,"Li D, Hu Y, Chen H, Zhu X, Wu X, Li J, Zhang Z, Liu S.",Li D,10.3389/fpubh.2021.779262,2021,18
26650484,HepG2 cells acquire stem cell-like characteristics after immune cell stimulation,"Wang H, Yang M, Lin L, Ren H, Lin C, Lin S, Shen G, Ji B, Meng C.",Wang H,10.1007/s13402-015-0249-1,2016,10
25999145,Oxaliplatin enhances gap junction-mediated coupling in cell cultures of mouse trigeminal ganglia,"Poulsen JN, Warwick R, Duroux M, Hanani M, Gazerani P.",Poulsen JN,10.1016/j.yexcr.2015.05.009,2015,12
33202077,Inpatient burden and mortality of heatstroke in the United States,"Kaewput W, Thongprayoon C, Petnak T, Cato LD, Chewcharat A, Boonpheng B, Bathini T, Vallabhajosyula S, Cheungpasitporn W.",Kaewput W,10.1111/ijcp.13837,2021,10
29665553,"Development of microfluidic impedance cytometry enabling the quantification of specific membrane capacitance and cytoplasm conductivity from 100,000 single cells","Zhao Y, Wang K, Chen D, Fan B, Xu Y, Ye Y, Wang J, Chen J, Huang C.",Zhao Y,10.1016/j.bios.2018.04.015,2018,19
27590162,Directed Endothelial Progenitor Differentiation from Human Pluripotent Stem Cells Via Wnt Activation Under Defined Conditions,"Bao X, Lian X, Palecek SP.",Bao X,10.1007/978-1-4939-6393-5_17,2016,15
27983978,O-GlcNAc is required for the survival of primed pluripotent stem cells and their reversion to the naïve state,"Miura T, Nishihara S.",Miura T,10.1016/j.bbrc.2016.10.111,2016,18
30405618,Adapted Immune Responses of Myeloid-Derived Cells in Fatty Liver Disease,"Hundertmark J, Krenkel O, Tacke F.",Hundertmark J,10.3389/fimmu.2018.02418,2018,10
33281145,Relationship between oral intake level and oral health assessment tool scores in the convalescent ward,"Nakayama E, Tohara H, Sato M, Abe K, Kimura M, Watanabe M, Iida M, Ueda K.",Nakayama E,10.2334/josnusd.20-0414,2020,15
29037892,Hybrid-spheroids incorporating ECM like engineered fragmented fibers potentiate stem cell function by improved cell/cell and cell/ECM interactions,"Ahmad T, Lee J, Shin YM, Shin HJ, Madhurakat Perikamana SK, Park SH, Kim SW, Shin H.",Ahmad T,10.1016/j.actbio.2017.10.022,2017,17
28134021,Endovenous laser treatment of groin and popliteal varicose veins recurrence,"Cavallini A, Marcer D, Ferrari Ruffino S.",Cavallini A,10.1177/0268355516687865,2018,10
35001810,Completing an interdisciplinary outpatient intervention improves patient rehabilitation goals following a mild traumatic brain injury,"Bonn MM, Dickey JP, Moran B, McGuire S, Graham L.",Bonn MM,10.1080/09593985.2021.2022046,2023,15
34493518,Patient satisfaction in China: a national survey of inpatients and outpatients,"Liang H, Xue Y, Zhang ZR.",Liang H,10.1136/bmjopen-2021-049570,2021,11
34455024,"Adult attention-deficit/hyperactivity disorder among alcohol use disorder inpatients is associated with food addiction and binge eating, but not BMI","El Ayoubi H, Barrault S, Gateau A, Cortese S, Frammery J, Mollat E, Bonnet-Brilhault F, Grall-Bronnec M, Ballon N, Brunault P.",El Ayoubi H,10.1016/j.appet.2021.105665,2022,19
31761505,"The relationship among frailty, delirium and attentional tests to detect delirium: a cohort study","Bellelli PG, Biotto M, Morandi A, Meagher D, Cesari M, Mazzola P, Annoni G, Zambon A.",Bellelli PG,10.1016/j.ejim.2019.09.008,2019,14
36810179,Comprehensive Geriatric Assessment for younger outpatients with severe mental illness: protocol for a feasibility study,"Arnautovska U, Siskind D, Pearson E, Baker A, Reid N, Kwan WWL, Wang N, Gordon E, Hubbard R, Warren N.",Arnautovska U,10.1136/bmjopen-2022-069518,2023,15
30853130,Association of health related quality of life domains with daytime sleepiness among elderly recipients of long-term services and supports,"Brewster GS, Hirschman KB, Riegel BJ, Hanlon AL, Huang L, McPhillips MV, Abbott KM, Naylor MD.",Brewster GS,10.1016/j.gerinurse.2019.01.006,2019,19
33377751,Helping Patients and Health Care Providers Through the COVID-19 Pandemic: Empirically Based Tips and Strategies to Manage Mental and Physical Health,"Lee-Baggley D, Thakrar S.",Lee-Baggley D,,2020,21
33054322,Lifetime radiation risk of stochastic effects - prospective evaluation for space flight or medicine,"Ulanowski A, Kaiser JC, Schneider U, Walsh L.",Ulanowski A,10.1177/0146645320956517,2020,14
34529708,Accuracy of perceived glaucoma risk by patients in a clinical setting,"Hou CH, Lee JS, Lin KK, Liu L, Lee YS, Pu C.",Hou CH,10.1371/journal.pone.0257453,2021,11
36175935,Factors impacting participation in research during the COVID-19 pandemic: results from a survey of patients in the ophthalmology outpatient department,"Abdulhussein D, Yap TE, Manzar H, Miodragovic S, Cordeiro F.",Abdulhussein D,10.1186/s13063-022-06748-1,2022,20
30946900,The structural characteristics of mononuclear-macrophage membrane observed by atomic force microscopy,"Tian Y, Wu Y, Liu L, He L, Gao J, Zhou L, Yu F, Yu S, Wang H.",Tian Y,10.1016/j.jsb.2019.04.002,2019,11
31521161,Effect of play-based family-centered psychomotor/psychosocial stimulation on the development of severely acutely malnourished children under six in a low-income setting: a randomized controlled trial,"Abessa TG, Worku BN, Wondafrash M, Girma T, Valy J, Lemmens J, Bruckers L, Kolsteren P, Granitzer M.",Abessa TG,10.1186/s12887-019-1696-z,2019,24
25519528,"High-throughput, deterministic single cell trapping and long-term clonal cell culture in microfluidic devices","Chen H, Sun J, Wolvetang E, Cooper-White J.",Chen H,10.1039/c4lc01176g,2015,13
28189605,Transcriptomics analysis of early embryonic stem cell differentiation under osteoblast culture conditions: Applications for detection of developmental toxicity,"Chen X, Han T, Fisher JE, Harrouk W, Tassinari MS, Merry GE, Sloper D, Fuscoe JC, Hansen DK, Inselman AL.",Chen X,10.1016/j.reprotox.2017.02.001,2017,18
29716411,Characterization of Pharmacy Resident Interventions on an Academic Inpatient Internal Medicine Rotation,Petite SE.,Petite SE,10.1177/0897190018773619,2019,12
31600105,Free skin micrografts with cyanoacrylate as outpatient treatment for venous leg ulcers,"Plá Sánchez F, Rial R, Cernuda Artero I, Ruíz Álvarez P, Moñux Ducajú G, Martínez López I, Cabrero Fernández M, Uclés Cabeza O, Serrano Hernando FJ.",Plá Sánchez F,10.12968/jowc.2019.28.10.670,2019,12
26892301,Stereological assessment of sexual dimorphism in the rat liver reveals differences in hepatocytes and Kupffer cells but not hepatic stellate cells,"Marcos R, Lopes C, Malhão F, Correia-Gomes C, Fonseca S, Lima M, Gebhardt R, Rocha E.",Marcos R,10.1111/joa.12448,2016,21
35355824,Relationship between Professional Training of Dentists and Outpatient Clinical Production,"Bueno AS, Celeste RK.",Bueno AS,10.1155/2022/5365363,2022,10
30566813,[The Development of Technology of Functioning of District Physicians During Out-Patient Reception],"Gadzhiev RS, Agalarova LS.",Gadzhiev RS,10.32687/0869-866X-2018-26-5-324-327,2018,12
30304805,Strain-Dependent Consequences of Zika Virus Infection and Differential Impact on Neural Development,"Goodfellow FT, Willard KA, Wu X, Scoville S, Stice SL, Brindley MA.",Goodfellow FT,10.3390/v10100550,2018,12
31058187,Transcriptomic Sequencing of Airway Epithelial Cell NCI-H292 Induced by Synthetic Cationic Polypeptides,"Wang YN, Xu YF, Liang YX, Fan XY, Zha XJ.",Wang YN,10.1155/2019/3638469,2019,12
28386120,From skeletal muscle to stem cells: an innovative and minimally-invasive process for multiple species,"Ceusters J, Lejeune JP, Sandersen C, Niesten A, Lagneaux L, Serteyn D.",Ceusters J,10.1038/s41598-017-00803-7,2017,14
27627433,Alterations in Cardiomyocyte Differentiation-Related Proteins in Rat Mesenchymal Stem Cells Exposed to Hypoxia,"Choi JW, Kim KE, Lee CY, Lee J, Seo HH, Lim KH, Choi E, Lim S, Lee S, Kim SW, Hwang KC.",Choi JW,10.1159/000447861,2016,13
27798288,Cell Line Macroarray: An Alternative High-Throughput Platform to Analyze hiPSC Lines,"La Spada A, Baronchelli S, Ottoboni L, Ruffini F, Martino G, Convertino N, Ntai A, Steiner T, Biunno I, De Blasio A.",La Spada A,10.1369/0022155416673969,2016,11
29447415,Motivational Interviewing to Increase Outpatient Attendance for Adolescent Psychiatric Patients,"Chiappetta L, Stark S, Mahmoud KF, Bahnsen KR, Mitchell AM.",Chiappetta L,10.3928/02793695-20180212-04,2018,10
32131786,How well do elderly patients with major depressive disorder respond to antidepressants: a systematic review and single-group meta-analysis,"Gutsmiedl K, Krause M, Bighelli I, Schneider-Thoma J, Leucht S.",Gutsmiedl K,10.1186/s12888-020-02514-2,2020,18
30827721,Exosomes derived from monocytes and from endothelial cells mediate monocyte and endothelial cell activation under high d-glucose conditions,"Sáez T, de Vos P, Kuipers J, Sobrevia L, Faas MM.",Sáez T,10.1016/j.imbio.2019.02.004,2019,18
33755805,Evaluation by electronic patient-reported outcomes of cancer survivors' needs and the efficacy of inpatient cancer rehabilitation in different tumor entities,"Licht T, Nickels A, Rumpold G, Holzner B, Riedl D.",Licht T,10.1007/s00520-021-06123-x,2021,20
35659497,Early trajectories of symptom change and working alliance as predictors of treatment outcome,"Lin T, Anderson T, Austin M, Mischkowski D.",Lin T,10.1080/10503307.2022.2080028,2023,13
28844046,Paracrine effects of mesenchymal stem cells on the activation of keratocytes,"Jiang Z, Liu G, Meng F, Wang W, Hao P, Xiang Y, Wang Y, Han R, Li F, Wang L, Li X.",Jiang Z,10.1136/bjophthalmol-2016-310012,2017,11
29848941,Prevalence of fall injuries and risk factors for fall among hospitalized children in a specialized childrens hospital in Saudi Arabia,"AlSowailmi BA, AlAkeely MH, AlJutaily HI, Alhasoon MA, Omair A, AlKhalaf HA.",AlSowailmi BA,10.5144/0256-4947.2018.225,2018,20
33600939,Patterns of Youth Inpatient Psychiatric Admissions Before and After the Onset of the COVID-19 Pandemic,"Ugueto AM, Zeni CP.",Ugueto AM,10.1016/j.jaac.2021.02.006,2021,15
30172738,The Impact of Patient Characteristics and Postoperative Opioid Exposure on Prolonged Postoperative Opioid Use: An Integrative Review,"Lanzillotta JA, Clark A, Starbuck E, Kean EB, Kalarchian M.",Lanzillotta JA,10.1016/j.pmn.2018.07.003,2018,17
32393279,Protocols of a diagnostic study and a randomized controlled non-inferiority trial comparing televisits vs standard in-person outpatient visits for narcolepsy diagnosis and care: TElemedicine for NARcolepsy (TENAR),"Ingravallo F, Vignatelli L, Pagotto U, Vandi S, Moresco M, Mangiaruga A, Oriolo C, Zenesini C, Pizza F, Plazzi G.",Ingravallo F,10.1186/s12883-020-01762-9,2020,27
26212439,Hypoxia-induced autophagy promotes human prostate stromal cells survival and ER-stress,"Zhang N, Ji N, Jiang WM, Li ZY, Wang M, Wen JM, Li Y, Chen X, Chen JM.",Zhang N,10.1016/j.bbrc.2015.07.086,2015,10
32972067,[Retrospective analysis of 2 997 inpatients with skin and soft tissue injuries],"Yang Y, Chu WL, Feng G, Zhang HJ, Hao DF.",Yang Y,10.3760/cma.j.cn501120-20200202-00036,2020,12
31710288,Screening identifies small molecules that enhance the maturation of human pluripotent stem cell-derived myotubes,"Selvaraj S, Mondragon-Gonzalez R, Xu B, Magli A, Kim H, Lainé J, Kiley J, Mckee H, Rinaldi F, Aho J, Tabti N, Shen W, Perlingeiro RC.",Selvaraj S,10.7554/eLife.47970,2019,14
32918863,The Economic Footprint of Interventional Radiology in the United States: Implications for Systems Development,"Shah SS, Tennakoon L, O'Beirne E, Staudenmayer KL, Kothary N.",Shah SS,10.1016/j.jacr.2020.07.038,2021,14
34223799,Low Level of Agreement Between Self-Report and Clinical Assessment of Passive Suicidal Ideation,"Vera-Varela C, Manrique Mirón PC, Barrigón ML, Álvarez-García R, Portillo P, Chamorro J; MEmind Study Group; Baca-García E.",Vera-Varela C,10.1080/13811118.2021.1945984,2022,13
34561352,First-line Medications for the Outpatient Treatment of Alcohol Use Disorder: A Systematic Review of Perceived Barriers,"Gregory C, Chorny Y, McLeod SL, Mohindra R.",Gregory C,10.1097/ADM.0000000000000918,2022,16
30796640,Enhanced cancer cell invasion caused by fibroblasts when fluid flow is present,"Urdal J, Waldeland JO, Evje S.",Urdal J,10.1007/s10237-019-01128-2,2019,12
